# Constructed from biom file
#OTU ID	219651	219637	222171	206563	206770	206648	206647	206655	206758	206752	206720	206751	206756	206755	224325	206564	206570	206569	215048	215080	219657	206657	215057	206676	206726	206615	206614	206644	206643	206646	206659	206670	206673	206700	206757	206713	206712	206739	206741	206743	206762	206761	206548	206547	206605	206608	206609	215085	215084	214995	214994	215056	215055	215077	219653	219676	206628	206635	206658	206681	206684	206683	206709	206746	206747	206704	206703	206753	206711	206710	206719	206721	206725	206727	206732	206731	206754	206734	206738	206740	206742	206750	224330	224326	224323	206536	206534	206562	215067	206603	206572	206604	215010	215009	215074	219644	219652	219654	219693	219656	219655	219658	219670	219669	219675	219691	206538	206626	206660	206702	215007	215061	206766	224845	206718	215003	206677	219646	206667	224327	224328	206617	206733	215050	206767	224324	215023	219645	206625	206630	206678	206695	206708	206724	206728	206561	206571	215008	215058	215075	215076	219643	206624	219638	206629	219633	219634	206621	206622	206656	206675	215062	222170	224844	206729	206671	215004	219692	206672	206768	215049	206618	206701	206730	219659	219668	206682	206668	206619	206636	206645	206616	206620	206769	206623	206723	206627	206669
Cellular Processes;Cell Communication	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellular Processes;Cell Growth and Death	247564.0	1263.0	76946.0	171362.0	318317.0	176773.0	344771.0	20957.0	326362.0	208257.0	206380.0	256221.0	210112.0	281238.0	181527.0	18407.0	333708.0	267834.0	81568.0	208569.0	282293.0	192118.0	226768.0	70335.0	240395.0	67077.0	25060.0	75085.0	157723.0	209412.0	130596.0	246452.0	150481.0	248809.0	277870.0	168106.0	238211.0	265442.0	219482.0	177392.0	178043.0	227290.0	41691.0	108350.0	99273.0	121116.0	86358.0	38041.0	56796.0	167416.0	150889.0	184078.0	189931.0	190634.0	163692.0	177903.0	2992.0	181503.0	136921.0	20132.0	169483.0	205129.0	142126.0	206383.0	160679.0	235032.0	164310.0	217233.0	316795.0	200995.0	216864.0	193590.0	248818.0	207265.0	172988.0	184728.0	244828.0	219345.0	172781.0	135772.0	222560.0	242612.0	178827.0	229261.0	153878.0	105528.0	135956.0	139374.0	209635.0	248335.0	201420.0	75830.0	152244.0	172313.0	74029.0	406909.0	187290.0	146837.0	88216.0	82337.0	179192.0	10212.0	155963.0	251997.0	114476.0	186907.0	59529.0	4249.0	146926.0	56005.0	111192.0	98084.0	211141.0	182080.0	162995.0	30328.0	74777.0	177889.0	93578.0	183091.0	198188.0	12201.0	209749.0	180302.0	87295.0	156603.0	143001.0	201490.0	15550.0	83257.0	99917.0	8407.0	192616.0	136071.0	216141.0	74604.0	137179.0	50310.0	140976.0	128812.0	147698.0	178605.0	9016.0	226791.0	61272.0	181240.0	181468.0	295.0	43674.0	15655.0	34594.0	87066.0	41426.0	96129.0	114476.0	106224.0	3978.0	762.0	76739.0	12698.0	1971.0	7343.0	25933.0	56039.0	21661.0	7828.0	4961.0	5289.0	28077.0	4957.0	6090.0	953.0	565.0	3052.0	1267.0	395.0	472.0	684.0
Cellular Processes;Cell Motility	1093899.0	4195.0	190675.0	688078.0	836741.0	459234.0	738151.0	91160.0	579851.0	600656.0	567157.0	684947.0	562795.0	874298.0	487346.0	63659.0	945922.0	667567.0	323981.0	754464.0	643043.0	609935.0	747877.0	244432.0	529769.0	187331.0	74109.0	189359.0	554978.0	725576.0	369863.0	738946.0	474550.0	1026327.0	490853.0	358378.0	487779.0	1142935.0	916654.0	393319.0	479325.0	518225.0	248820.0	559693.0	230624.0	283243.0	211032.0	77674.0	125803.0	558403.0	474063.0	837147.0	746130.0	621746.0	446718.0	404491.0	16409.0	473938.0	479234.0	77905.0	572372.0	421519.0	271044.0	626832.0	472136.0	924134.0	695819.0	812017.0	528893.0	306966.0	623202.0	542980.0	592976.0	558419.0	558785.0	613725.0	981873.0	550607.0	559684.0	505321.0	664259.0	657392.0	522248.0	695704.0	409050.0	232015.0	287136.0	495239.0	612186.0	770109.0	609154.0	225733.0	505523.0	517267.0	259445.0	1281041.0	857467.0	400436.0	229196.0	317559.0	793512.0	40273.0	558902.0	1028312.0	283600.0	701277.0	125396.0	9731.0	374236.0	788475.0	263054.0	482708.0	562571.0	462458.0	465660.0	99430.0	131013.0	474797.0	317689.0	433578.0	446747.0	45850.0	434117.0	453043.0	248208.0	314451.0	346942.0	593360.0	24015.0	342229.0	176570.0	34845.0	428674.0	948934.0	561235.0	246183.0	410454.0	106512.0	528307.0	206604.0	242083.0	731520.0	40681.0	547016.0	293487.0	392925.0	451998.0	1133.0	82679.0	47038.0	155111.0	459463.0	98808.0	237153.0	516852.0	299779.0	8554.0	1798.0	284466.0	21776.0	6099.0	41469.0	355795.0	273585.0	69469.0	20170.0	14554.0	21250.0	100876.0	13679.0	15861.0	11107.0	3595.0	9471.0	5205.0	3428.0	5558.0	4280.0
Cellular Processes;Transport and Catabolism	121205.0	884.0	81157.0	100346.0	180593.0	104423.0	136834.0	11369.0	189469.0	178213.0	194189.0	157289.0	181755.0	213673.0	139446.0	11911.0	193509.0	177514.0	53215.0	137239.0	82389.0	149027.0	138600.0	30749.0	166348.0	37079.0	11947.0	52524.0	104247.0	132025.0	66443.0	162608.0	115177.0	141311.0	178219.0	173657.0	177122.0	146069.0	140695.0	171002.0	101881.0	166336.0	15794.0	39679.0	63675.0	92978.0	64311.0	30000.0	40426.0	125666.0	113785.0	114772.0	134398.0	126155.0	102644.0	81207.0	1417.0	102200.0	99199.0	7637.0	140392.0	139942.0	133837.0	156094.0	122111.0	126592.0	133095.0	155584.0	157672.0	120629.0	145281.0	190858.0	148065.0	141018.0	99134.0	101809.0	143309.0	230686.0	94415.0	98096.0	180055.0	167074.0	131906.0	147547.0	123363.0	90391.0	108947.0	76815.0	139903.0	212438.0	148199.0	44108.0	98480.0	123020.0	43038.0	142108.0	99005.0	80770.0	30879.0	55283.0	98099.0	3569.0	67937.0	95647.0	57778.0	88612.0	45116.0	1576.0	98745.0	31436.0	113722.0	48773.0	181414.0	106920.0	111846.0	18809.0	33997.0	109634.0	75162.0	162208.0	171832.0	9946.0	223437.0	122203.0	75016.0	160089.0	134774.0	149944.0	11610.0	44879.0	53779.0	4391.0	114215.0	83119.0	138031.0	45503.0	122591.0	56783.0	70791.0	124355.0	110273.0	88798.0	6571.0	90092.0	27704.0	77105.0	69850.0	288.0	44346.0	8618.0	20134.0	39368.0	48360.0	55152.0	43830.0	99103.0	2763.0	708.0	66062.0	6263.0	1737.0	6169.0	14569.0	32982.0	16441.0	2719.0	1988.0	4128.0	18450.0	2177.0	3836.0	374.0	470.0	1658.0	1197.0	201.0	295.0	442.0
Environmental Information Processing;Membrane Transport	6860417.0	17163.0	1565851.0	3918226.0	6828295.0	4240897.0	7233301.0	545211.0	7027164.0	4237611.0	4657375.0	5682435.0	4579062.0	6606233.0	3593314.0	432000.0	5344149.0	4215785.0	1768751.0	7143854.0	8491945.0	4144926.0	4929069.0	1774220.0	4850397.0	1819208.0	678309.0	1899716.0	4700168.0	5066197.0	2986626.0	5806415.0	3479658.0	7203533.0	6124316.0	3349348.0	5002533.0	6600616.0	5184232.0	3154844.0	3968722.0	4771534.0	1657065.0	3898021.0	2259614.0	2506757.0	1868266.0	768833.0	1219588.0	3875085.0	3549180.0	4788493.0	4758101.0	4947274.0	3767138.0	4013960.0	117739.0	4515840.0	3218761.0	496442.0	4159272.0	4175398.0	2929795.0	4694658.0	3513943.0	5827335.0	3778570.0	4706273.0	7272049.0	4405692.0	4713043.0	4300553.0	5344699.0	5295711.0	3187870.0	3576218.0	6270208.0	4841859.0	4079246.0	3082481.0	4638548.0	5107328.0	3835898.0	4729393.0	3206310.0	2289769.0	2952257.0	3002415.0	4172689.0	15225780.0	14693533.0	1798907.0	3341152.0	3714560.0	1949717.0	10969943.0	5190170.0	3389677.0	2391934.0	2725156.0	6409838.0	357266.0	3820412.0	6481429.0	2706827.0	5748538.0	1312039.0	101770.0	2972227.0	3437446.0	2430087.0	2496695.0	5067821.0	4297350.0	3519411.0	751344.0	1654361.0	4432529.0	2682144.0	4302392.0	4489804.0	313038.0	4300728.0	4466686.0	2130226.0	3048537.0	3403912.0	5074111.0	285589.0	2186675.0	2111221.0	225335.0	4584407.0	4955689.0	5499302.0	1537219.0	8851305.0	1026297.0	3149441.0	2699264.0	3282597.0	4818649.0	235560.0	5475817.0	1863086.0	3962717.0	4120665.0	5993.0	867029.0	361931.0	836006.0	2299236.0	791046.0	2310126.0	3566347.0	2757674.0	90831.0	20311.0	2232792.0	333736.0	48154.0	209617.0	1547676.0	1787908.0	506625.0	221940.0	120089.0	166996.0	776804.0	127844.0	133011.0	35148.0	26951.0	86128.0	33484.0	16733.0	15158.0	20081.0
Environmental Information Processing;Signal Transduction	765464.0	3447.0	236799.0	569432.0	788863.0	516914.0	746268.0	64539.0	755708.0	607931.0	636621.0	640994.0	643031.0	834423.0	542172.0	61457.0	864347.0	711776.0	252283.0	889337.0	741683.0	633156.0	656559.0	196865.0	569014.0	189747.0	71784.0	206871.0	507952.0	606673.0	362969.0	746043.0	467216.0	883928.0	669973.0	474076.0	595812.0	809067.0	669375.0	491256.0	457958.0	584317.0	198631.0	461985.0	353153.0	326858.0	244009.0	100127.0	156027.0	501293.0	445740.0	618727.0	603708.0	600161.0	482400.0	439160.0	13892.0	497129.0	464541.0	53774.0	536262.0	469338.0	382136.0	575998.0	435178.0	702127.0	530554.0	644746.0	707320.0	448275.0	551913.0	607417.0	596263.0	667147.0	401379.0	439826.0	757978.0	720145.0	477203.0	404561.0	651557.0	605397.0	511594.0	687006.0	451319.0	371306.0	452064.0	384246.0	624595.0	1836246.0	1746279.0	265223.0	433239.0	488469.0	230421.0	1089890.0	583129.0	428493.0	236841.0	300884.0	675228.0	36880.0	421080.0	712913.0	307699.0	576103.0	199889.0	10555.0	420811.0	658499.0	336311.0	349197.0	627496.0	486846.0	412486.0	92085.0	167902.0	515608.0	320333.0	579503.0	600839.0	39775.0	626853.0	523881.0	279587.0	494602.0	626579.0	615411.0	36323.0	253005.0	225164.0	35239.0	482439.0	794332.0	624987.0	203501.0	1077564.0	152387.0	416695.0	334045.0	355921.0	535091.0	34381.0	516602.0	210142.0	392841.0	407565.0	983.0	119589.0	43493.0	106692.0	314203.0	128224.0	258756.0	431378.0	365563.0	10771.0	2823.0	311633.0	32897.0	6402.0	33120.0	296676.0	252466.0	74382.0	22172.0	13307.0	20826.0	88238.0	13768.0	16506.0	5392.0	3709.0	10272.0	5326.0	2861.0	3449.0	3818.0
Environmental Information Processing;Signaling Molecules and Interaction	72270.0	421.0	34293.0	51717.0	90210.0	61953.0	91556.0	5952.0	115052.0	83505.0	87422.0	81611.0	87365.0	102358.0	68527.0	5703.0	77022.0	71956.0	27003.0	83885.0	84249.0	69488.0	68124.0	18839.0	85610.0	21753.0	7692.0	27195.0	59657.0	70661.0	38293.0	87454.0	61872.0	92467.0	110499.0	77329.0	85469.0	83286.0	73565.0	83003.0	62643.0	95274.0	14159.0	37713.0	32177.0	44660.0	32247.0	15610.0	20447.0	63793.0	56250.0	63095.0	75069.0	78994.0	59008.0	51079.0	1360.0	56666.0	46013.0	6075.0	65164.0	67706.0	64497.0	79763.0	60597.0	71407.0	66986.0	76623.0	100000.0	69405.0	63749.0	84378.0	77946.0	65316.0	56040.0	58355.0	87580.0	102814.0	52749.0	47134.0	92798.0	83213.0	69713.0	79089.0	63142.0	45579.0	54868.0	35943.0	68609.0	127334.0	100235.0	24518.0	48655.0	61534.0	27985.0	113605.0	57317.0	49304.0	26413.0	29178.0	56549.0	3608.0	42962.0	63379.0	34490.0	57470.0	22896.0	1088.0	55897.0	43975.0	53637.0	33482.0	92884.0	53957.0	47935.0	10560.0	19368.0	64431.0	41328.0	81307.0	85713.0	5099.0	95146.0	74144.0	40048.0	80376.0	69650.0	80139.0	6302.0	28206.0	29536.0	3282.0	66597.0	80288.0	61685.0	21964.0	73915.0	25975.0	36229.0	57175.0	57033.0	51503.0	3217.0	63407.0	19206.0	36870.0	36661.0	129.0	20216.0	5272.0	10149.0	27172.0	20090.0	27280.0	56051.0	51847.0	1530.0	375.0	38235.0	4361.0	845.0	3616.0	19895.0	27314.0	9224.0	2609.0	1526.0	2307.0	10795.0	1524.0	2158.0	279.0	282.0	1005.0	608.0	245.0	230.0	251.0
Genetic Information Processing;Folding, Sorting and Degradation	1137815.0	4713.0	409530.0	731901.0	1410753.0	842334.0	1468976.0	96768.0	1493847.0	1057404.0	1037849.0	1194991.0	1050117.0	1342749.0	885374.0	87261.0	1456842.0	1208923.0	400360.0	1146397.0	1199803.0	952984.0	1046504.0	312457.0	1168820.0	305233.0	110729.0	355670.0	747030.0	1022617.0	565454.0	1192155.0	746853.0	1205628.0	1315835.0	871953.0	1126877.0	1313624.0	1087330.0	913112.0	866583.0	1154569.0	207267.0	525838.0	506416.0	582409.0	414040.0	185989.0	268539.0	820787.0	727228.0	889917.0	929990.0	1000497.0	804673.0	801924.0	14774.0	866402.0	678088.0	93938.0	864334.0	963014.0	745718.0	1067650.0	827467.0	1136964.0	849966.0	1090112.0	1445171.0	953559.0	997092.0	980323.0	1191151.0	1022523.0	812272.0	869000.0	1220525.0	1145493.0	825775.0	672468.0	1147632.0	1152319.0	889828.0	1091886.0	810021.0	561510.0	705270.0	640513.0	985104.0	1845409.0	1607261.0	378046.0	719454.0	828914.0	377154.0	1846211.0	866780.0	710408.0	393255.0	391203.0	826444.0	46185.0	723487.0	1138503.0	522350.0	828794.0	304984.0	18324.0	666898.0	509285.0	600217.0	481273.0	1093544.0	869999.0	748798.0	147440.0	342247.0	852909.0	458727.0	961745.0	1029415.0	60614.0	1074597.0	895951.0	465015.0	884317.0	827830.0	979733.0	75092.0	406872.0	462445.0	43874.0	920057.0	852966.0	1021642.0	347945.0	1062911.0	276064.0	624005.0	701550.0	744491.0	819653.0	42726.0	959158.0	287370.0	775894.0	762648.0	1562.0	234082.0	75339.0	161200.0	425463.0	227874.0	449745.0	569829.0	562703.0	19843.0	4518.0	423357.0	70102.0	10937.0	40424.0	230609.0	309664.0	108040.0	36464.0	22261.0	26765.0	134690.0	22823.0	27031.0	5213.0	3473.0	17110.0	7130.0	2645.0	2421.0	3679.0
Genetic Information Processing;Replication and Repair	4179688.0	15127.0	1324323.0	2485744.0	5092350.0	2952803.0	5378124.0	352477.0	5414318.0	3590845.0	3644770.0	4277420.0	3576660.0	4720137.0	3033097.0	296142.0	4826045.0	3895571.0	1400636.0	3875118.0	4768891.0	3153255.0	3685261.0	1152950.0	3978983.0	1112749.0	408330.0	1253854.0	2709578.0	3674435.0	2119648.0	4251132.0	2496496.0	4322680.0	4733216.0	2917110.0	3946619.0	4631075.0	3843861.0	2963735.0	3051042.0	3959427.0	737819.0	1900943.0	1694110.0	2000562.0	1432448.0	639301.0	941108.0	2865287.0	2551776.0	3164722.0	3318908.0	3467840.0	2810197.0	2988194.0	54538.0	3130124.0	2275257.0	346776.0	2918372.0	3281698.0	2478552.0	3631780.0	2804896.0	4033745.0	2877807.0	3785538.0	5303152.0	3399626.0	3480630.0	3437479.0	4105686.0	3462420.0	2980491.0	3202440.0	4279878.0	3844373.0	2918475.0	2326558.0	3897531.0	4086133.0	3073192.0	3794054.0	2662153.0	1851031.0	2356403.0	2238985.0	3257771.0	5321379.0	4524105.0	1294000.0	2549043.0	2923899.0	1329582.0	6846513.0	3220268.0	2500166.0	1521258.0	1396775.0	3043781.0	176185.0	2762471.0	4321836.0	1930248.0	3073370.0	1023497.0	66396.0	2453288.0	1394819.0	1968832.0	1706578.0	3739437.0	3029835.0	2607061.0	517790.0	1197594.0	3098747.0	1561010.0	3206958.0	3452624.0	208728.0	3626961.0	3171106.0	1566562.0	2793690.0	2738722.0	3467454.0	252182.0	1449264.0	1623688.0	139467.0	3274039.0	2789093.0	3530720.0	1213555.0	3010775.0	893827.0	2243338.0	2261219.0	2509409.0	3001998.0	140799.0	3587515.0	1042905.0	2856432.0	2850897.0	5468.0	791243.0	282066.0	584259.0	1512817.0	725664.0	1576968.0	2123158.0	1899543.0	67184.0	14423.0	1390422.0	222643.0	35839.0	135210.0	634463.0	1047647.0	365568.0	135852.0	80601.0	89635.0	482055.0	84399.0	95830.0	18067.0	10917.0	53046.0	21989.0	8172.0	6788.0	11270.0
Genetic Information Processing;Transcription	1506825.0	5183.0	403331.0	855964.0	1613504.0	977070.0	1760712.0	122473.0	1733789.0	1130250.0	1195381.0	1429140.0	1183801.0	1654040.0	925841.0	100458.0	1339308.0	1084377.0	433363.0	1538505.0	1832291.0	1057100.0	1178929.0	410178.0	1294379.0	413389.0	154182.0	460754.0	1030926.0	1276720.0	686657.0	1423700.0	846501.0	1570739.0	1506510.0	929151.0	1327616.0	1613275.0	1285451.0	909524.0	1049694.0	1311743.0	313264.0	772054.0	510150.0	632229.0	454353.0	197843.0	298321.0	898961.0	810779.0	1165716.0	1175792.0	1209719.0	939510.0	967376.0	23203.0	1108543.0	789104.0	116070.0	1017752.0	1093712.0	796966.0	1211962.0	931225.0	1408556.0	962224.0	1215769.0	1827332.0	1130796.0	1170723.0	1100640.0	1379185.0	1205611.0	862895.0	942953.0	1484019.0	1351163.0	994263.0	765095.0	1245105.0	1317644.0	947244.0	1176062.0	853755.0	577657.0	742823.0	706299.0	1002591.0	2779348.0	2590581.0	411694.0	831069.0	921598.0	473772.0	2544050.0	1114308.0	848460.0	561241.0	571120.0	1308776.0	71943.0	915506.0	1481239.0	605880.0	1235235.0	323854.0	23328.0	687722.0	754617.0	643053.0	582805.0	1300662.0	1021369.0	883696.0	173273.0	415043.0	1152459.0	583269.0	1094326.0	1153452.0	73726.0	1255286.0	1035630.0	547340.0	843574.0	877055.0	1276761.0	77934.0	527912.0	562343.0	49992.0	1150746.0	1160517.0	1257564.0	373472.0	1607423.0	285030.0	732136.0	710888.0	834369.0	1077579.0	46844.0	1264633.0	411990.0	1030246.0	1055031.0	1639.0	243842.0	89557.0	201002.0	534911.0	214452.0	545653.0	787746.0	670596.0	21324.0	4239.0	528800.0	58312.0	10754.0	50631.0	339386.0	423813.0	121828.0	48093.0	27439.0	34374.0	172091.0	29648.0	33057.0	7298.0	5211.0	14557.0	7150.0	3752.0	3018.0	4325.0
